Date,Avg_rainfall,Full_reservoir_level,Live_capacity_FRL,Storage,Level,Storage_shift,delta_storage,predicted_inflow,estimated_outflow
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.5469481857856973,0.6390109890109876,0.5469481857856973,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5469481857856973,-0.003294939377345596,0.0,0.003294939377345596
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.5436532464083517,0.635989010989011,0.5436532464083517,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5436532464083517,-0.0034782526950583037,0.0,0.0034782526950583037
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.5401749937132934,0.6329670329670325,0.5401749937132934,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5401749937132934,-0.003203282718489575,0.0,0.003203282718489575
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.5369717109948038,0.629945054945054,0.5369717109948038,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5369717109948038,-0.0031139762303731278,0.0,0.0031139762303731278
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.5338577347644307,0.6271978021978022,0.5338577347644307,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5338577347644307,-0.003294939377345818,0.0,0.003294939377345818
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.5305627953870848,0.6241758241758237,0.5305627953870848,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5305627953870848,-0.003386596036202061,0.0,0.003386596036202061
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.5271761993508828,0.6208791208791204,0.5271761993508828,0.0,0.0,0.0
