Date,Avg_rainfall,Full_reservoir_level,Live_capacity_FRL,Storage,Level
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-01,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.003509498034031397,0.0,0.0,,
2021-01-02,2.4341099576798793e-07,0.0,0.0,,
2021-01-02,0.002355068558085978,0.0,0.0,,
2021-01-02,0.0013403040356232566,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-02,0.0,0.0,0.0,,
2021-01-03,0.017562846460845584,0.0,0.0,,
2021-01-03,0.04430550667899782,0.0,0.0,,
2021-01-03,0.0013676278916911623,0.0,0.0,,
2021-01-03,0.0036629131358374627,0.0,0.0,,
2021-01-03,0.019583632460458168,0.0,0.0,,
2021-01-03,0.04919731585937808,0.0,0.0,,
2021-01-03,0.04049850085111292,0.0,0.0,,
2021-01-03,0.009778130433109274,0.0,0.0,,
2021-01-03,0.027225111186811004,0.0,0.0,,
2021-01-03,0.025498681188118724,0.0,0.0,,
2021-01-03,0.06531801262507493,0.0,0.0,,
2021-01-03,0.007387712739914577,0.0,0.0,,
2021-01-04,0.0007368657425800517,0.0,0.0,,
2021-01-04,0.00020078044747255867,0.0,0.0,,
2021-01-04,0.00019711439096599357,0.0,0.0,,
2021-01-04,0.005995547677850215,0.0,0.0,,
2021-01-04,1.9715837153830876e-05,0.0,0.0,,
2021-01-04,0.001159861733743481,0.0,0.0,,
2021-01-04,3.526220128806213e-07,0.0,0.0,,
2021-01-04,0.0028936114620301723,0.0,0.0,,
2021-01-04,0.0002670405948234689,0.0,0.0,,
2021-01-04,0.0005571327662564227,0.0,0.0,,
2021-01-04,0.004233537877423835,0.0,0.0,,
2021-01-04,0.0005762986889184077,0.0,0.0,,
2021-01-05,0.0003516321630932304,0.0,0.0,,
2021-01-05,0.06607552310929556,0.0,0.0,,
2021-01-05,0.027497581392453646,0.0,0.0,,
2021-01-05,0.020077917470145076,0.0,0.0,,
2021-01-05,0.04253136603346637,0.0,0.0,,
2021-01-05,0.08550825751349214,0.0,0.0,,
2021-01-05,0.03966280347872111,0.0,0.0,,
2021-01-05,0.003692460796613739,0.0,0.0,,
2021-01-05,0.011862361980782504,0.0,0.0,,
2021-01-05,0.011891614096185096,0.0,0.0,,
2021-01-05,0.041942225665293896,0.0,0.0,,
2021-01-05,0.06683659378937751,0.0,0.0,,
2021-01-06,0.03606773579921,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.10608322552169806,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.20356499559298377,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.24552986136849742,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.17992147574233763,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.1531867408288697,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.22899009290592331,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.14625823249306302,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.22762971309029315,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.2516656823607267,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.10475967304931391,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-06,0.14866174976085006,0.0,0.0,0.5646402973188214,0.6940347242551841
2021-01-07,0.047803564118572985,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.02702369167904009,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.003253160118884966,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.02062276019310107,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.007736774982671728,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.013743597356039037,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.03411630340453906,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.06151369926524456,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.009337440554222145,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.034431406213125085,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.008709532561001905,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-07,0.04468478559256276,0.0,0.0,0.6177329439872576,0.6940347242551841
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-08,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-09,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-10,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-11,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-12,0.0,0.0,0.0,,
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-13,0.0,0.0,0.0,0.516060525617202,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-14,0.0,0.0,0.0,0.5890629147863021,0.6726191816605489
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-15,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-16,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-17,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-18,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-19,0.0,0.0,0.0,,
2021-01-20,0.0,0.0,0.0,0.48287762144942914,0.6462945031188774
2021-01-20,0.0,0.0,0.0,0.48287762144942914,0.6462945031188774
2021-01-20,0.0,0.0,0.0,0.48287762144942914,0.6462945031188774
